icao,airline,callsign
NEW,"Northeastern Aviation","MEADOW FLIGHT"
NAC,"Northern Air Cargo","YUKON"
BYC,"Northern Airlines Sanya","BEIYA"
NDA,"Northern Airways","NORTHERN DAKOTA"
CMU,"Northern Aviation Service","LANNA AIR"
NEX,"Northern Executive Aviation","NEATAX"
NIC,"Northern Illinois Commuter","ILLINOIS COMMUTER"
NTX,"Northern Jet Management","NORTAX"
RVF,"Northern Pacific Airways","—Raven Flight"
NTA,"Northern Thunderbird Air","THUNDERBIRD"
KOE,"Northland Aviation","KOKEE"
NSS,"Northstar Aviation","NORTHSTAR"
NHL,"Northumbria Helicopters","NORTHUMBRIA"
NAL,"Northway Aviation Ltd","NORTHWAY"
NWE,"Northwest Aero Associates",""
NWA,"Northwest Airlines","NORTHWEST"
NWR,"Northwest Regional Airlines",""
NWT,"Northwest Territorial Airways","TERRITORIAL"
PLR,"Northwestern Air","POLARIS"
NWN,"Northwinds Northern","NORTHWINDS"
NAM,"Nortland Air Manitoba","MANITOBA"
IBK,"Norwegian Air International","NORTRANS"
NOZ,"Norwegian Air Shuttle","NORDIC"
NRS,"Norwegian Air UK","REDNOSE"
NAA,"Norwegian Air Argentina","NORUEGA"
NLH,"Norwegian Long Haul","NORSTAR"
NAN,"Norwegian Air Norway","NORSHIP"
NSZ,"Norwegian Air Sweden","REDNOSE"
TFN,"Norwegian Aviation College","SPIRIT"
XNT,"Notams International",""
LBT,"Nouvel Air Tunisie","NOUVELAIR"
NOV,"Nova Airways","NOVANILE"
PTR,"Nova Scotia Department of Lands and Forests","PATROL"
NVR,"Novair","NAVIGATOR"
NVQ,"Novo Air","NOVO AIR"
NVG,"Novgorod Air Enterprise","SADKO AVIA"
NSP,"Novosibirsk Aircraft Repairing Plant","NARPAIR"
NBE,"Novosibirsk Aviaenterprise","NAKAIR"
NPO,"Novosibirsk Aviation Production Association","NOVSIB"
NOY,"Noy Aviation","NOY AVIATION"
ACQ,"Nuevo Continente","AERO CONTINENTE"
NHR,"Nuevo Horizonte Internacional","NUEVO HORIZONTE"
NUN,"Nunasi-Central Airlines","NUNASI"
NIN,"Nurman Avia Indopura","NURVINDO"
NYS,"Nyasa Express","NYASA"
NJE,"NetJets Europe","FRACTION"
ORN,"Orange Air","ORANGE JET"
ONS,"One Airlines","AIR DREAMS"
FET,"Old Dominion Freight Lines","FREIGHT LINE"
OCN,"O Air","O-BIRD"
OCM,"O'Connor Airlines","OCONNOR"
DRL,"Omni Air Transport","DRILLER"
OWE,"Owenair","OWENAIR"
AAN,"Oasis Airlines","Oasis"
OHK,"Oasis Hong Kong Airlines","OASIS"
BCN,"Ocean Air","BLUE OCEAN"
VCX,"Ocean Airlines","OCEANCARGO"
OCS,"Ocean Sky UK","OCEANSKY"
TUK,"Ocean Wings Commuter Service","TUCKERNUCK"
ODS,"Odessa Airlines","ODESSA AIR"
FOC,"Office Federal De'Aviation Civile","FOCA"
GBO,"Ogooue Air Cargo",""
OKJ,"Okada Airlines","OKADA AIR"
OKP,"Okapi Airways","OKAPI"
OKA,"Okay Airways","OKAYJET"
OKL,"Oklahoma Department of Public Safety","OKLAHOMA"
OLX,"Olimex Aerotaxi","OLIMEX"
KVK,"Olimp Air","PONTA"
OLT,"OLT Express Germany","OLTRA"
OAL,"Olympic Air","OLYMPIC"
OLY,"Olympic Aviation","OLAVIA"
OMA,"Oman Air","OMAN AIR"
ORF,"Oman Royal Flight","OMAN"
OMS,"SalamAir","MAZOON"
OAV,"Omni - Aviacao e Tecnologia","OMNI"
OAE,"Omni Air International","OMNI-EXPRESS"
ONI,"OMNI AVIATION TRAINING CENTER","OMNI TRAINING"
OMF,"Omniflys","OMNIFLYS"
ORL,"On Air Limited","ON AIR"
OST,"Oklahoma State University","OSTATE"
OTG,"One Two Go Airlines","THAI EXPRESS"
OTM,"Onetime Airlines Zambia","ZEDTIME"
MED,"Ontario Ministry of Health","MEDICAL"
OHY,"Onur Air","ONUR AIR"
OPA,"Opal Air",""
OSA,"Open Sky Aviation",""
BOS,"OpenSkies","MISTRAL"
ORR,"Operadora Turistica Aurora","TURISTICA AURORA"
OLE,"Operadora de Lineas Ejecutivas","OPERADORA"
OTP,"Operadora de Transportes Aéreos","OPERADORA AEREO"
OPV,"Operadora de Veulos Ejectutivos","OPERADORA DE VUELOS"
LLO,"Operation Enduring Freedom","APOLLO"
OAX,"Operational Aviation Services",""
ORD,"Orange Air Services","ORANGE SERVICES"
ORJ,"Orange Air Sierra Leone","ORANGE SIERRA"
ORE,"Orange Aviation","ORANGE AVIATION"
ORX,"Orbit Express Airlines","OREX"
ORK,"Orca Air","ORCA TAXI"
BUE,"Orebro Aviation","BLUELIGHT"
ORM,"Orel State Air Enterprise","ORPRISE"
ORB,"Orenburg Airlines","ORENBURG"
OTA,"Organizacion De Transportes Aéreos","ORGANIZACION"
OML,"Organizacoes Mambra","MAMBRA"
OVV,"Orient Air","ORIENTSYR"
OTR,"Orient Airlines","ORIENTROC"
ORN,"Orient Airways","ORIENT LINER"
OEA,"Orient Thai Airlines","ORIENT THAI"
NGK,"Oriental Air Bridge","ORIENTAL BRIDGE"
OAC,"Oriental Airlines","ORIENTAL AIR"
OGN,"Origin Pacific Airways","ORIGIN"
OED,"Orion Air Charter","ORION CHARTER"
